회사명,직무명,링크
CJ 4DPLEX,[CJ그룹 계열사] CJ 4DPLEX 브랜드마케팅팀 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45261908?rPageCode=SL&logpath=21&sn=6
㈜지티에스글로벌,[밸롭] 의류디자이너 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45271755?rPageCode=SL&logpath=21&sn=6
㈜뉴키즈온,"키즈, 주니어 스타일 디자이너 경력직 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/45268307?rPageCode=SL&logpath=21&sn=6
씨엠커뮤니티,"현수막, 실사 후가공 및 시공직원(배우면서 일하실분) 직원 모집합니다.",https://www.jobkorea.co.kr/Recruit/GI_Read/45268662?rPageCode=SL&logpath=21&sn=6
㈜디플로우(D.FLOW),"[대표가 직접만든 공고] CX(인바운드,고객상담) / 가전브랜드 디자이너 각 부문 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45274237?rPageCode=SL&logpath=21&sn=6
㈜위드제이앤제이,[사이트기획/영상콘텐츠기획/서브MD/포토그래퍼/여성의류 디자이너] 메이블루 24년 하반기 부문별 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45274131?rPageCode=SL&logpath=21&sn=6
라온시큐어㈜,2024 라온 각 부문 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45255593?rPageCode=SL&logpath=21&sn=6
㈜단비교육,"에듀테크 1등 기업 단비교육 (프론트엔드개발/백엔드개발/AI서비스기획/국어,사회,과학 콘텐츠기획/마케팅/디자인/학원홍보,방문상담/인바운드/글로벌비즈니스)",https://www.jobkorea.co.kr/Recruit/GI_Read/45254576?rPageCode=SL&logpath=21&sn=6
㈜더오름,"[더오름] 2024 하반기 채용 (영업 마케터 / 디자이너 / MD / SNS 마케터 / 비서 / 사무보조 : 마케팅, 디자인, 상품 기획 등)",https://www.jobkorea.co.kr/Recruit/GI_Read/45256959?rPageCode=SL&logpath=21&sn=6
㈜앤씨앤,[앤씨앤/넥스트칩] 2024년 8월 각 부문 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45237512?rPageCode=SL&logpath=21&sn=6
㈜알레르망,[알레르망] 2024년 하반기 공채,https://www.jobkorea.co.kr/Recruit/GI_Read/45257662?rPageCode=SL&logpath=21&sn=6
㈜에프엔에스리테일,[여성화 브랜드 사뿐] 구두 디자이너 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45265126?rPageCode=SL&logpath=21&sn=6
㈜디이엔에이,그래픽 디자인 (과장급 이상) 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45259170?rPageCode=SL&logpath=21&sn=6
닥터블릿헬스케어㈜,[홈페이지지원] 닥터블릿 헬스케어(주) 각부문별 하반기 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45246974?rPageCode=SL&logpath=21&sn=6
㈜본투윈,[부문별 경력사원 채용] 콘텐츠마케터(SNS마케터) / 해외영업MD / 패션디자이너 / 웹디자이너 / 온라인CS,https://www.jobkorea.co.kr/Recruit/GI_Read/45262972?rPageCode=SL&logpath=21&sn=6
㈜티비에이치글로벌,웹디자이너,https://www.jobkorea.co.kr/Recruit/GI_Read/45250639?rPageCode=SL&logpath=21&sn=6
㈜티비에이치글로벌,웹디자이너 (팀장급),https://www.jobkorea.co.kr/Recruit/GI_Read/45250576?rPageCode=SL&logpath=21&sn=6
키친앤홈㈜,맞춤가구 전문회사 키친앤홈(주)에서 함께할 직원을 모집합니다,https://www.jobkorea.co.kr/Recruit/GI_Read/45256420?rPageCode=SL&logpath=21&sn=6
㈜아이티온,온라인MD업무(포토샵가능자) 및 사이트관리및 상담업무,https://www.jobkorea.co.kr/Recruit/GI_Read/45253392?rPageCode=SL&logpath=21&sn=6
㈜레진엔터테인먼트,레진JP/벨툰 콘텐츠 디자이너 (팀장급),https://www.jobkorea.co.kr/Recruit/GI_Read/45249959?rPageCode=SL&logpath=21&sn=6
㈜홍애드,(주)홍애드 광고물출력업체 디자인직원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45255893?rPageCode=SL&logpath=21&sn=6
㈜뉴트리어드바이저,마케팅 업무 담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45249164?rPageCode=SL&logpath=21&sn=6
㈜티비에이치글로벌,2024년 ㈜티비에이치글로벌 부문별 경력사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45246520?rPageCode=SL&logpath=21&sn=6
㈜오오엘프로젝트,도메스틱 의류 브랜드 T H E Y (데이) 웹디자이너 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45244996?rPageCode=SL&logpath=21&sn=6
㈜모티브아이디어스,화장품 코스메틱 VMD 디자인 / 그래픽 디자인 - 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45244710?rPageCode=SL&logpath=21&sn=6
㈜모티브아이디어스,"[15년 업력, 40인 규모] 그래픽 디자인 - 경력직 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45244703?rPageCode=SL&logpath=21&sn=6
㈜팀퍼포먼스,[팀퍼포먼스] 온라인마케터 채용/ 광고디자이너 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45245251?rPageCode=SL&logpath=21&sn=6
이메진펄스,재택 프리랜서. 연봉 7천 이상 웹디자이너를 구합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45246847?rPageCode=SL&logpath=21&sn=6
주식회사 룩캐스트,웹디자이너 경력 채용(3년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45232977?rPageCode=SL&logpath=21&sn=6
빗썸코리아,2024 빗썸코리아 전직군 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45233837?rPageCode=SL&logpath=21&sn=6
오직㈜,웹서비스 디자이너 (2-5년차) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45237642?rPageCode=SL&logpath=21&sn=6
㈜인앤아웃코퍼레이션,브랜드스케일업 시각 디자이너 경력직 채용 (업계 최고 수준 대우),https://www.jobkorea.co.kr/Recruit/GI_Read/45239810?rPageCode=SL&logpath=21&sn=6
㈜티디에이치컴퍼니,[오까네(OKKANE)남성의류쇼핑몰] 웹디자이너 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45232036?rPageCode=SL&logpath=21&sn=6
㈜릴팡,㈜릴팡 각 분야 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45235376?rPageCode=SL&logpath=21&sn=6
㈜헥터커뮤니케이션,"[전시디자이너, 3D디자이너] 신입 및 경력 디자이너 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/45231992?rPageCode=SL&logpath=21&sn=6
㈜아임반,자동차용품 온라인사업부 웹디자이너 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45223273?rPageCode=SL&logpath=21&sn=6
엔에이치엔㈜,2024 NHN 게임부문 공개채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45216785?rPageCode=SL&logpath=21&sn=6
㈜크로벨디,여성의류 쇼핑몰 웹디자이너를 공고합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45220279?rPageCode=SL&logpath=21&sn=6
㈜잘론네츄럴,프레비츠와 함께 성장할 디자이너를 모집합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45217164?rPageCode=SL&logpath=21&sn=6
주식회사 중독컴퍼니,[ 카페인중독 ] 컨텐츠팀 시각디자이너 모집 ( 점심제공 / 성과금 폭탄 / 업계최대복지 ),https://www.jobkorea.co.kr/Recruit/GI_Read/45225509?rPageCode=SL&logpath=21&sn=6
스마트라이프텍㈜,[스마트라이프텍㈜] 2024년 하반기 각 부문별 신입 / 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45221061?rPageCode=SL&logpath=21&sn=6
㈜마인드디저트,[ 멈칫] 디자인팀 웹디자이너 정규직 채용(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45221368?rPageCode=SL&logpath=21&sn=6
㈜이너네이쳐,패키지 디자인팀 (사원/주임급)정직원 채용모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45226508?rPageCode=SL&logpath=21&sn=6
㈜뷰티피플인터내셔널,[코스메틱 브랜드 뷰티피플] 상품개발팀(BM) / 웹디자인팀 / 마케팅팀 / 온라인(MD) / 제품디자인팀(패키지디자인) / 고객지원팀 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45206284?rPageCode=SL&logpath=21&sn=6
㈜웹젠,2024년 웹젠 수시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45210863?rPageCode=SL&logpath=21&sn=6
㈜야나두,[야나두(야핏무브)] 프로덕트 디자이너,https://www.jobkorea.co.kr/Recruit/GI_Read/45208061?rPageCode=SL&logpath=21&sn=6
㈜제이지파트너스,[정규직] 2024년 하반기 각 부문별 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45203494?rPageCode=SL&logpath=21&sn=6
㈜제논컴애드,똑똑한 편집 디자이너(카다로그/포스터/인디자인) 신입/경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45204278?rPageCode=SL&logpath=21&sn=6
㈜찬스월드,(주)찬스월드 의류 및 잡화 기획생산 디자이너 부문 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45193103?rPageCode=SL&logpath=21&sn=6
㈜찬스월드,(주)찬스월드 의류 및 잡화 세일즈팀 MD 부문 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45193132?rPageCode=SL&logpath=21&sn=6
㈜오투스페이스,"감탄떡볶이/가마솥순대국밥 디자인팀, 슈퍼바이저 경력 사원 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45198371?rPageCode=SL&logpath=21&sn=6
㈜코엔,실력있는 제품디자이너 신입 및 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45195108?rPageCode=SL&logpath=21&sn=6
주식회사 원교재사,(주)원교재사 - 출판기획/디지털교과서 서비스기획자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45197768?rPageCode=SL&logpath=21&sn=6
㈜빈트와이어,"2024년 UI/UX 디자이너 채용 (신입,경력5년 이하)",https://www.jobkorea.co.kr/Recruit/GI_Read/45187988?rPageCode=SL&logpath=21&sn=6
㈜베스트씨앤에프,"온라인MD,AMD / 웹디자이너 경력직 채용 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/45190882?rPageCode=SL&logpath=21&sn=6
디에이치디자인㈜,여성의류 쇼핑몰 [모놀로그] 에서 감성적인 웹디자이너를 구합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45170798?rPageCode=SL&logpath=21&sn=6
우신화장품,웹디자이너 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45163719?rPageCode=SL&logpath=21&sn=6
어바우더스,[어바우더스] 웹디자이너 모집 (신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45160234?rPageCode=SL&logpath=21&sn=6
㈜인디엔피,그래픽 디자이너(경력 3년 이상) 채용합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45157987?rPageCode=SL&logpath=21&sn=6
주식회사 중독컴퍼니,"[카페인중독] 본사 컨텐츠, 디자인 ,브랜드 팀장 모집 ( 점심제공 / 업계최대복지 )",https://www.jobkorea.co.kr/Recruit/GI_Read/45146270?rPageCode=SL&logpath=21&sn=6
현대자동차㈜,현대자동차 경력채용 IT 부문,https://www.jobkorea.co.kr/Recruit/GI_Read/45133743?rPageCode=SL&logpath=21&sn=6
대한상공회의소 경기인력개발원,취업 교육생 모집 [기계설계/전기/반도체/자동화/멀티미디어/정보보안 분야],https://www.jobkorea.co.kr/Recruit/GI_Read/45137438?rPageCode=SL&logpath=21&sn=6
재단법인 만불회,기획/행정/전산개발/편집디자인/만불신문편집/만불출판편집/영상촬영(유튜브)/TM/운전기사 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45110712?rPageCode=SL&logpath=21&sn=6
㈜퍼플아카데미,그래픽디자이너 신입/경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45111260?rPageCode=SL&logpath=21&sn=6
㈜이스트에이드,[EST AID] UX/UI 디자이너,https://www.jobkorea.co.kr/Recruit/GI_Read/45108399?rPageCode=SL&logpath=21&sn=6
㈜이스트에이드,[EST AID] UX/UI 디자이너,https://www.jobkorea.co.kr/Recruit/GI_Read/45108399?rPageCode=SL&logpath=21&sn=6
㈜폴인퍼니,폴인퍼니 본사(하남미사) 정규직 직원 채용 MD / 마케터 / 웹디자이너 / CS,https://www.jobkorea.co.kr/Recruit/GI_Read/45083676?rPageCode=SL&logpath=21&sn=6
㈜아베크디자인,2024년 하반기 경력직 채용(설계부/브랜드마케팅),https://www.jobkorea.co.kr/Recruit/GI_Read/45102278?rPageCode=SL&logpath=21&sn=6
키다리스튜디오,봄툰 콘텐츠 디자이너 (6년이상 경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45102050?rPageCode=SL&logpath=21&sn=6
㈜스타팅웨이브,[홈페이지지원] 주식회사 스타팅웨이브 각 부문별 하반기 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45103628?rPageCode=SL&logpath=21&sn=6
"골드닥터스(지디엠,GDM)",[정규직/경력직]인천 주5일 홍보/광고/인천 마케팅부문 직원모집 (웹디자이너),https://www.jobkorea.co.kr/Recruit/GI_Read/45002581?rPageCode=SL&logpath=21&sn=6
본아이에프㈜,[본아이에프] 2024년 하반기 경력직 수시 채용(8월),https://www.jobkorea.co.kr/Recruit/GI_Read/45305986?rPageCode=SL&logpath=21&sn=6
㈜아베크디자인,"2024 하반기 설계부 신입사원 채용 (초대졸, 졸업예정자 포함)",https://www.jobkorea.co.kr/Recruit/GI_Read/45289245?rPageCode=SL&logpath=21&sn=6
구레이쓰이온코리아㈜,[레삐] 프로페셔널 - 헤어 브랜드 제품 및 패키지 디자이너 경력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45287959?rPageCode=SL&logpath=21&sn=6
바이인터내셔널주식회사,"핸드폰케이스, 모바일액세서리 생산인원 채용(산업기능요원우대)",https://www.jobkorea.co.kr/Recruit/GI_Read/45294672?rPageCode=SL&logpath=21&sn=6
㈜바카이브,여성의류 브랜드 오헤시오 콘텐츠 마케팅 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45297145?rPageCode=SL&logpath=21&sn=6
㈜위즈코리아,24년도 하반기 직무별 신입/경력 정기채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45282368?rPageCode=SL&logpath=21&sn=6
㈜스페이스로직(Space logic),[스페이스로직] USM 수입가구 온라인팀 경력직 MD 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45273006?rPageCode=SL&logpath=21&sn=6
야마토콤프,[에어마켓] 웹디자이너 채용 / 상세페이지 제작 사이트 관리 /송파 가든파이브,https://www.jobkorea.co.kr/Recruit/GI_Read/45282062?rPageCode=SL&logpath=21&sn=6
주식회사 새날,"[동탄][신입/경력]공짱 플랫폼 UI/UX 디자인, 웹디자인, 컨텐츠 디자인 / 브랜딩 활동(정규직)",https://www.jobkorea.co.kr/Recruit/GI_Read/45272741?rPageCode=SL&logpath=21&sn=6
㈜자동차와사람,[카앤피플] 웹디자인 신입/경력 채용공고 (근무지 : 김포 대곶면),https://www.jobkorea.co.kr/Recruit/GI_Read/45263838?rPageCode=SL&logpath=21&sn=6
구디푸디,온라인 쇼핑몰 웹디자이너 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45271497?rPageCode=SL&logpath=21&sn=6
㈜파인너츠,(주)파인너츠에서 UX/UI 디자이너를 채용합니다.(대리급 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45263791?rPageCode=SL&logpath=21&sn=6
