회사명,직무명,링크
㈜넥슨,[빈딕투스: 디파잉 페이트] 레벨 기획자,https://www.jobkorea.co.kr/Recruit/GI_Read/45286764?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[빈딕투스: 디파잉 페이트] 몬스터 기획자,https://www.jobkorea.co.kr/Recruit/GI_Read/45286733?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[빈딕투스: 디파잉 페이트] 설정 기획자,https://www.jobkorea.co.kr/Recruit/GI_Read/45286701?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[빈딕투스: 디파잉 페이트] 배경 모델러,https://www.jobkorea.co.kr/Recruit/GI_Read/45286631?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[프라시아 전기] 클라이언트 프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45283291?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[낙원: LAST PARADISE] 캐릭터 모델러,https://www.jobkorea.co.kr/Recruit/GI_Read/45272696?rPageCode=SL&logpath=21&sn=6
㈜레드브릭,2024 REDBRICK Creator Internship,https://www.jobkorea.co.kr/Recruit/GI_Read/45243958?rPageCode=SL&logpath=21&sn=6
㈜조이시티,[JOYCITY] DBA 모집 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45258830?rPageCode=SL&logpath=21&sn=6
㈜조이시티,[JOYCITY] 3on3 프리스타일 사업PM 모집 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45258720?rPageCode=SL&logpath=21&sn=6
㈜스마일게이트홀딩스,[스마일게이트 엔터테인먼트] [AI센터] 비전 관련 생성모델 연구개발 담당,https://www.jobkorea.co.kr/Recruit/GI_Read/45245105?rPageCode=SL&logpath=21&sn=6
㈜스마일게이트홀딩스,[스마일게이트 엔터테인먼트] [AI센터] AI 서비스 개발 - 프론트엔드,https://www.jobkorea.co.kr/Recruit/GI_Read/45245091?rPageCode=SL&logpath=21&sn=6
㈜스마일게이트홀딩스,[스마일게이트 엔터테인먼트] [AI센터] AI 서비스 개발 - 백엔드(대리급),https://www.jobkorea.co.kr/Recruit/GI_Read/45245060?rPageCode=SL&logpath=21&sn=6
㈜스마일게이트홀딩스,[스마일게이트 엔터테인먼트] [AI센터] AI 서비스 개발 - 백엔드(과장급),https://www.jobkorea.co.kr/Recruit/GI_Read/45245002?rPageCode=SL&logpath=21&sn=6
㈜스마일게이트홀딩스,[스마일게이트 엔터테인먼트] [AI센터] AI 프로젝트 PMO,https://www.jobkorea.co.kr/Recruit/GI_Read/45244987?rPageCode=SL&logpath=21&sn=6
㈜스마일게이트홀딩스,[스마일게이트 엔터테인먼트] [AI센터] 캐릭터 모델 학습 연구 담당(인턴),https://www.jobkorea.co.kr/Recruit/GI_Read/45244971?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[낙원: LAST PARADISE] 배경 모델러,https://www.jobkorea.co.kr/Recruit/GI_Read/45237365?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[마비노기] 개발 PM,https://www.jobkorea.co.kr/Recruit/GI_Read/45237364?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[메이플스토리] 메이플 PC 2D 이펙트 아티스트,https://www.jobkorea.co.kr/Recruit/GI_Read/45237362?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[마비노기] 게임프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45237243?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[인텔리전스랩스] MacOS Application 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45237236?rPageCode=SL&logpath=21&sn=6
㈜펄어비스,[펄어비스] [신입/경력] 검은사막 PC/콘솔 러시아어 운영 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45234634?rPageCode=SL&logpath=21&sn=6
㈜무브인터렉티브,㈜무브인터렉티브 - 운영팀 신입/경력 채용 (일본어 필수),https://www.jobkorea.co.kr/Recruit/GI_Read/45226771?rPageCode=SL&logpath=21&sn=6
㈜펄어비스,[펄어비스] [신입] 웹 개발자 모집 - 프론트엔드,https://www.jobkorea.co.kr/Recruit/GI_Read/45206679?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[프라시아 전기] 테크니컬 아티스트,https://www.jobkorea.co.kr/Recruit/GI_Read/45201719?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[메이플스토리] 게임 프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45189700?rPageCode=SL&logpath=21&sn=6
㈜네오플,[네오플] 게임기획/게임사업/웹 직군 분야별 모집 (PM 포함),https://www.jobkorea.co.kr/Recruit/GI_Read/45185091?rPageCode=SL&logpath=21&sn=6
㈜네오플,[네오플] 프로그래밍/기술지원 직군 분야별 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45185080?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[메이플스토리M] 게임 프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45184973?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[마비노기] 월드빌더/테크니컬 아티스트,https://www.jobkorea.co.kr/Recruit/GI_Read/45184692?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[빅게임본부] 그래픽스 프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45184349?rPageCode=SL&logpath=21&sn=6
현대오토에버㈜,[의왕] 웹 시스템 개발/운영 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45171044?rPageCode=SL&logpath=21&sn=6
현대오토에버㈜,SAP ERP 구축/컨설팅 차세대 딜러포털 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45148941?rPageCode=SL&logpath=21&sn=6
현대오토에버㈜,미들웨어 SRE 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45148683?rPageCode=SL&logpath=21&sn=6
현대오토에버㈜,IDC 구축/운영 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45148227?rPageCode=SL&logpath=21&sn=6
현대오토에버㈜,글로벌 인프라 진단/개선(서버/재해복구) 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45148535?rPageCode=SL&logpath=21&sn=6
현대오토에버㈜,인프라 프로젝트 TA 및 PM/PL 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45148812?rPageCode=SL&logpath=21&sn=6
㈜펄어비스,[펄어비스] 게임 플레이 프로그래머 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45145078?rPageCode=SL&logpath=21&sn=6
㈜펄어비스,[펄어비스] 게임 엔진 프로그래머 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45145060?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[낙원: LAST PARADISE] 캐릭터 컨셉 아티스트,https://www.jobkorea.co.kr/Recruit/GI_Read/45132124?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[낙원: LAST PARADISE] 시니어 클라이언트 프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45132120?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[프라시아 전기] 서버 프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45132099?rPageCode=SL&logpath=21&sn=6
㈜위메이드,[위메이드XR-Legend of YMIR] 테크니컬 아티스트(TA),https://www.jobkorea.co.kr/Recruit/GI_Read/45117988?rPageCode=SL&logpath=21&sn=6
㈜위메이드,[위메이드XR-Legend of YMIR] 서버 프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45117985?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[프라시아 전기] 이펙트 아티스트,https://www.jobkorea.co.kr/Recruit/GI_Read/45080533?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[메이플스토리 월드] 백엔드 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45080520?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[넥슨] 마비노기 집중채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45080516?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/MU Online] 클라이언트(신입),https://www.jobkorea.co.kr/Recruit/GI_Read/45075763?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/MU Online] 서버(신입),https://www.jobkorea.co.kr/Recruit/GI_Read/45075758?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/신규 모바일(MMORPG)] 국내사업PM(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45075720?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/PC&모바일] 글로벌사업PM(영어권)(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45075707?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/모바일(MMORPG)] 글로벌사업PM(중화권)(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45075703?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/신규 모바일(MMORPG)] 국내GM(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45075686?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/신규 모바일(서브컬쳐 수집형 RPG)] 국내GM(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45075674?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 마케팅(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45075661?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 로컬라이제이션(일본어)(신입/경력)(계약직),https://www.jobkorea.co.kr/Recruit/GI_Read/45075485?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 로컬라이제이션(영어)(신입/경력)(계약직),https://www.jobkorea.co.kr/Recruit/GI_Read/45075448?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/R2] 게임기획(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45075226?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/Metin1] 게임기획(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45075211?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠/SUN] 서버(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45075188?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 레벨기획(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074836?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드코어/R2M] 밸런스기획(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074829?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 밸런스기획(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074818?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드코어/R2M] 시스템기획(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074804?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 시스템기획(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074794?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 컨텐츠기획(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074762?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드앤/신규 Project] 컨텐츠기획(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074734?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드코어/R2M] 코어컨텐츠기획(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074715?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드코어/R2M] 서버(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074695?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠메가스톤/신규 Project Propolis] 서버(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074680?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드앤/신규 Project] 서버(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074653?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 배경모델링(경력3년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45074621?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 캐릭터모델링(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074607?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 이펙트(경력5년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45074590?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 배경레벨(경력3년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45074580?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 배경원화(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45074564?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 캐릭터원화(경력5년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45074551?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드스타/신규 Project G] 애니메이션(경력5년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45074525?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 네트워크운영(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066399?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] DBA(신입),https://www.jobkorea.co.kr/Recruit/GI_Read/45066413?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 웹디자이너(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066424?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] TA(Unreal Engine 5)(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066438?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 시스템 엔지니어(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066407?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠레드코어/신규 MMORPG(언리얼엔진)] UI디자이너(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066446?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 전략기획(중화권)(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066390?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 시스템 엔지니어(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066404?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 서비스기획(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066415?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] DBA(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066412?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 기술PM(신입),https://www.jobkorea.co.kr/Recruit/GI_Read/45066421?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 개발PM(신입),https://www.jobkorea.co.kr/Recruit/GI_Read/45066437?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 서비스 엔지니어(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066401?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 개발PM(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066435?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 게임QA(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066428?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 경영시스템 및 M365 운영(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066395?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 백엔드개발(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066427?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 기술PM(경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45066416?rPageCode=SL&logpath=21&sn=6
㈜컴투스,[컴투스] 2024년 프로그래밍 전문연구요원 (편입) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45039425?rPageCode=SL&logpath=21&sn=6
㈜넥슨,신입/경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45030244?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[테일즈위버] 시나리오 기획자,https://www.jobkorea.co.kr/Recruit/GI_Read/45030233?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[인텔리전스랩스] 플랫폼 SDK 개발자 (Windows),https://www.jobkorea.co.kr/Recruit/GI_Read/45030230?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[인텔리전스랩스] 플랫폼 SDK 개발자 (Unity/Unreal),https://www.jobkorea.co.kr/Recruit/GI_Read/45030225?rPageCode=SL&logpath=21&sn=6
㈜컴투스,[컴투스][일본야구 프로젝트] 모바일 게임 클라이언트 프로그래머 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45013624?rPageCode=SL&logpath=21&sn=6
㈜컴투스,[컴투스] [서머너즈워] 캐릭터 컨셉원화 (신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45013426?rPageCode=SL&logpath=21&sn=6
㈜컴투스,[컴투스] [서머너즈워] 배경 컨셉원화 (신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45013411?rPageCode=SL&logpath=21&sn=6
㈜컴투스,[컴투스] 서머너즈워 차기 RPG 배경모델러 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45013372?rPageCode=SL&logpath=21&sn=6
㈜컴투스,[컴투스] 서머너즈워 차기 RPG 캐릭터 컨셉 아티스트 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45013358?rPageCode=SL&logpath=21&sn=6
㈜컴투스,[컴투스] 서머너즈워 차기 RPG 이펙터 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45013325?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[파트너십사업본부] 로컬라이제이션 PM,https://www.jobkorea.co.kr/Recruit/GI_Read/44989227?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[인텔리전스랩스] 빌링 서비스 백엔드 개발자 (Java/C#),https://www.jobkorea.co.kr/Recruit/GI_Read/44978775?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[기술본부] 기술 전략 PM,https://www.jobkorea.co.kr/Recruit/GI_Read/44978698?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[글로벌보안본부] PC 게임핵 분석 대응 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/44978559?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[넥슨] 마비노기 집중채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44978398?rPageCode=SL&logpath=21&sn=6
주식회사 위메이드,게임운영(GM) 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/44966678?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[메이플스토리 월드] 테크니컬 에반젤리스트,https://www.jobkorea.co.kr/Recruit/GI_Read/44960530?rPageCode=SL&logpath=21&sn=6
㈜이스트게임즈,[신입] 게임 서버/클라이언트 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/44935428?rPageCode=SL&logpath=21&sn=6
㈜이스트게임즈,[경력] 게임 서버/클라이언트 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/44935423?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[라이브본부] 개발 PM,https://www.jobkorea.co.kr/Recruit/GI_Read/44870041?rPageCode=SL&logpath=21&sn=6
㈜천재교과서,[천재교과서] 어도비 애니메이트 CC (Adobe Animate CC) 스크립트 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44984255?rPageCode=SL&logpath=21&sn=6
아이아이컴바인드,[젠틀몬스터] Unreal Engine VR개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45011459?rPageCode=SL&logpath=21&sn=6
㈜그라비티,[그라비티] 콘솔 게임 클라이언트 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44901091?rPageCode=SL&logpath=21&sn=6
㈜엔픽셀,[이클립스] 서버 프로그래머 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44875553?rPageCode=SL&logpath=21&sn=6
퍼즐원스튜디오,[퍼즐원스튜디오] Level Designer Intern(정규직 전환형),https://www.jobkorea.co.kr/Recruit/GI_Read/45311805?rPageCode=SL&logpath=21&sn=6
㈜엑스엘게임즈,엑스엘게임즈 프로그래머 부문 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45311462?rPageCode=SL&logpath=21&sn=6
㈜엑스엘게임즈,엑스엘게임즈 기획 부문 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45311458?rPageCode=SL&logpath=21&sn=6
㈜엑스엘게임즈,엑스엘게임즈 아트 부문 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45311455?rPageCode=SL&logpath=21&sn=6
㈜스페이스엘비스,[스페이스엘비스] 언리얼 개발자 채용(신입),https://www.jobkorea.co.kr/Recruit/GI_Read/45307010?rPageCode=SL&logpath=21&sn=6
컴퓨터수리,[컴퓨터AS] PC수리 및 네트워크 서버관리 센터장을 모집합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45306654?rPageCode=SL&logpath=21&sn=6
㈜버튼스,[버튼스] 게임 신규개발 3D 캐릭터모델러 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45297721?rPageCode=SL&logpath=21&sn=6
데브캣,[마비노기모바일] 프로덕트 매니저 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45297692?rPageCode=SL&logpath=21&sn=6
