회사명,직무명,링크
중앙정보기술인재개발원 중앙정보처리학원,전액무료 IT취업교육[훈련수당 지급]Java자바/백엔드/프론트엔드/풀스택/클라우드/빅데이터/인공지능AI/파이썬/국비지원과정,https://www.jobkorea.co.kr/Recruit/GI_Read/45437808?rPageCode=SL&logpath=21&sn=6
엔에이치엔㈜,[NHN] 한게임 모바일 섯다&맞고 게임 서버 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/45437922?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[인텔리전스랩스] iOS SDK 개발자 (계약직),https://www.jobkorea.co.kr/Recruit/GI_Read/45436482?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[마비노기] 해외 라이브 서비스 프로그래머,https://www.jobkorea.co.kr/Recruit/GI_Read/45436238?rPageCode=SL&logpath=21&sn=6
이스크라피티이엘티디 (영업소),클라이언트 개발자 채용 (계약직),https://www.jobkorea.co.kr/Recruit/GI_Read/45434521?rPageCode=SL&logpath=21&sn=6
데브캣,[마비노기모바일] 시스템 기획자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45433463?rPageCode=SL&logpath=21&sn=6
㈜이트라이브,메타버스 플랫폼 구축 Unity3D 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45432646?rPageCode=SL&logpath=21&sn=6
원웨이브게임즈㈜(onewave,삼국지 IP 기반 모바일 게임 디렉터 모집합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45429914?rPageCode=SL&logpath=21&sn=6
프리티비지㈜,[프리티비지] 여성향 게임 개발사에서 이펙터작가님을 모십니다. (재택 근무),https://www.jobkorea.co.kr/Recruit/GI_Read/45428701?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[파트너십사업본부] 로컬라이제이션 PM,https://www.jobkorea.co.kr/Recruit/GI_Read/45425738?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[넥슨] 마비노기 집중채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45425733?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[인텔리전스랩스] 빌링 서비스 백엔드 개발자 (Java/C#),https://www.jobkorea.co.kr/Recruit/GI_Read/45425720?rPageCode=SL&logpath=21&sn=6
㈜케이앤웍스,[경력] 카카오게임즈 모바일 게임 커뮤니티 운영 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45419321?rPageCode=SL&logpath=21&sn=6
㈜네오플,[네오플] 프로그래밍/기술지원 직군 분야별 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45418408?rPageCode=SL&logpath=21&sn=6
㈜네오플,[네오플] 게임기획/게임사업/웹 직군 분야별 모집 (PM 포함),https://www.jobkorea.co.kr/Recruit/GI_Read/45418315?rPageCode=SL&logpath=21&sn=6
㈜케이제이프로퍼티,[경력] 웹/모바일 QA Specialist 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45416129?rPageCode=SL&logpath=21&sn=6
㈜케이제이프로퍼티,[경력] JAVA 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45416032?rPageCode=SL&logpath=21&sn=6
엑스투알㈜,3D 디자이너 / 아트디렉터 모집 (사업 확장으로 인한 채용),https://www.jobkorea.co.kr/Recruit/GI_Read/45416585?rPageCode=SL&logpath=21&sn=6
엑스투알㈜,Unity 3D 및 XR 콘텐츠 개발자 모집 (사업 확장으로 인한 채용),https://www.jobkorea.co.kr/Recruit/GI_Read/45416593?rPageCode=SL&logpath=21&sn=6
위메이드,[위메이드XR-Legend of YMIR] 시스템 기획,https://www.jobkorea.co.kr/Recruit/GI_Read/45412495?rPageCode=SL&logpath=21&sn=6
데브캣,[마비노기모바일] 라이브 콘텐츠 & 유료화 기획자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45411374?rPageCode=SL&logpath=21&sn=6
로위랩코리아,메타버스 제작 PA 신입 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45408486?rPageCode=SL&logpath=21&sn=6
㈜아더월드,데브옵스 (5년이상) 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45406119?rPageCode=SL&logpath=21&sn=6
㈜버튼스,[버튼스] 게임 신규개발 3D 캐릭터모델러 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45405458?rPageCode=SL&logpath=21&sn=6
㈜버튼스,[버튼스] 게임 신규개발 배경 컨셉 원화가 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45405364?rPageCode=SL&logpath=21&sn=6
파프리카㈜,[파프리카] 언리얼 엔진 C++ 클라이언트 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45372049?rPageCode=SL&logpath=21&sn=6
㈜네오위즈,[네오위즈] ROUND8 스튜디오 언리얼 클라이언트 프로그래머 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45404250?rPageCode=SL&logpath=21&sn=6
㈜엠게임,[엠게임] 클라이언트 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45399919?rPageCode=SL&logpath=21&sn=6
㈜더블다운게임즈,사업 전략 기획자를 모십니다 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45399667?rPageCode=SL&logpath=21&sn=6
주식회사 위메이드,게임운영(GM) 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/45394286?rPageCode=SL&logpath=21&sn=6
코그,"[코그] 전문연구요원(프로그램, 게임기획) 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/45393022?rPageCode=SL&logpath=21&sn=6
㈜크레버스,"게임 개발자 경력 5년 이상 채용 (C#, Unity 3D엔진 등)",https://www.jobkorea.co.kr/Recruit/GI_Read/45390125?rPageCode=SL&logpath=21&sn=6
진성소프트넷,VISION 2024 unity3D 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45388656?rPageCode=SL&logpath=21&sn=6
대한상공회의소 충남인력개발원,"[국비지원, 취업연계] 로봇, MES, 펌웨어 교육생 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/45381150?rPageCode=SL&logpath=21&sn=6
㈜루나게임즈,(3년 이상) 비주얼노벨 게임 프로그래머 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45383718?rPageCode=SL&logpath=21&sn=6
㈜넵튠,[넵튠 협력사 - FUNSTAY] 클라이언트 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45382176?rPageCode=SL&logpath=21&sn=6
㈜미투온,[미투온] 웹개발(백엔드 담당자) 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45379139?rPageCode=SL&logpath=21&sn=6
㈜파낙토스,유니티(Unity) 클라이언트 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45373345?rPageCode=SL&logpath=21&sn=6
픽셀리티㈜,게임 기획자 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45368921?rPageCode=SL&logpath=21&sn=6
㈜더블다운게임즈,웹보드 게임 서버 개발자를 모십니다 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45356998?rPageCode=SL&logpath=21&sn=6
㈜알스퀘어,[프롭테크스타트업]Backend Server Application Developer(Python) 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45356736?rPageCode=SL&logpath=21&sn=6
㈜이스트게임즈,[신입] 게임 서버/클라이언트 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45352066?rPageCode=SL&logpath=21&sn=6
㈜이스트게임즈,[경력] 게임 서버/클라이언트 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45352061?rPageCode=SL&logpath=21&sn=6
㈜서울게임,프로게이머 코치님 모집(롤/카트/발로란트/에이펙스레전드/배틀그라운드/모바일배그)[SGA교육그룹],https://www.jobkorea.co.kr/Recruit/GI_Read/45351858?rPageCode=SL&logpath=21&sn=6
엔에이치엔㈜,[NHN] 게임플랫폼 iOS 개발,https://www.jobkorea.co.kr/Recruit/GI_Read/45350487?rPageCode=SL&logpath=21&sn=6
㈜하이미디어아카데미,[전액무료IT개발자취업생모집]JAVA개발자/풀스택개발자/AI서비스개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45349095?rPageCode=SL&logpath=21&sn=6
㈜갈라랩,[(주)갈라랩/판교] 서버 개발부문 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45338032?rPageCode=SL&logpath=21&sn=6
㈜갈라랩,[(주)갈라랩/판교] 클라이언트 개발부문 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45338212?rPageCode=SL&logpath=21&sn=6
㈜갈라랩,[(주)갈라랩/판교] 웹/앱 개발부문 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45338163?rPageCode=SL&logpath=21&sn=6
㈜라이온하트스튜디오,[라이온하트 스튜디오] [오딘-발할라 라이징] 클라이언트 프로그래머 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45337235?rPageCode=SL&logpath=21&sn=6
마인스페이스㈜,Unity3D 개발자 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45334890?rPageCode=SL&logpath=21&sn=6
㈜웹젠,[웹젠] 사내 시스템 엔지니어(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45334218?rPageCode=SL&logpath=21&sn=6
㈜펄어비스,[펄어비스] 검은사막 온라인 게임플레이 프로그래머 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45334093?rPageCode=SL&logpath=21&sn=6
㈜엔픽셀,[이클립스] 서버 프로그래머 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45333182?rPageCode=SL&logpath=21&sn=6
프로젝트클라우드게임즈㈜,[The Relic] 콘솔 액션 게임 3D 애니메이터 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45332061?rPageCode=SL&logpath=21&sn=6
㈜멋쟁이사자처럼,[(주)멋쟁이자사처럼] Unity 게임개발 부트캠프 주 강사,https://www.jobkorea.co.kr/Recruit/GI_Read/45331147?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[라이브본부] 개발 PM,https://www.jobkorea.co.kr/Recruit/GI_Read/45330813?rPageCode=SL&logpath=21&sn=6
데브캣,[마비노기모바일] 게임 시스템 / UX 기획자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45330372?rPageCode=SL&logpath=21&sn=6
