회사명,직무명,링크
㈜이랜드건설,[이랜드건설] 2024년 이랜드건설 정규직 경력사원 상시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45173252?rPageCode=SL&logpath=21&sn=6
이동식,(경력)한칸의 렌탈 서비스 매니저를 구합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45144145?rPageCode=SL&logpath=21&sn=6
현대엘엔지해운㈜,현대LNG해운 신입/경력 채용 (사업본부/해사본부/경영관리본부),https://www.jobkorea.co.kr/Recruit/GI_Read/45274311?rPageCode=SL&logpath=21&sn=6
㈜대림제지,분야별 채용 생산직(리와인더) 직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45295117?rPageCode=SL&logpath=21&sn=6
㈜엘라고,elago 2024 하반기 부서별 채용 (제품디자인/해외마케팅/해외영업/브랜드전략MD/구매팀),https://www.jobkorea.co.kr/Recruit/GI_Read/45291736?rPageCode=SL&logpath=21&sn=6
동아건설산업㈜,[SM그룹 구매전략실] 경력사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45283645?rPageCode=SL&logpath=21&sn=6
주식회사 HOONY FNB,[경력] 외식프랜차이즈 홍대개미 물류/구매 경력직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45285293?rPageCode=SL&logpath=21&sn=6
㈜인터페이스정보기술,제약소프트웨어 밸리데이션 (CSV) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45242352?rPageCode=SL&logpath=21&sn=6
㈜부민,[(주)부민더블유엔피] 경영지원 구매팀 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45210461?rPageCode=SL&logpath=21&sn=6
㈜홀라이프,(주)홀라이프 물류부 직원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45280593?rPageCode=SL&logpath=21&sn=6
㈜우진플라임,(주)우진플라임 부문별 인재채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45255227?rPageCode=SL&logpath=21&sn=6
알리코제약㈜,알리코제약 신입/경력사원 공개채용 (3분기),https://www.jobkorea.co.kr/Recruit/GI_Read/45236501?rPageCode=SL&logpath=21&sn=6
한솔생명과학㈜,2024년 화장품 각 부문 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45291249?rPageCode=SL&logpath=21&sn=6
쌍계명차㈜,[쌍계명차] 구매업무 경력직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45204484?rPageCode=SL&logpath=21&sn=6
㈜웅진씽크빅,[웅진씽크빅] 각 부문 경력 인재 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45283746?rPageCode=SL&logpath=21&sn=6
(주)코스알엑스,[글로벌 뷰티 브랜드] 코스알엑스 '24년 하반기 경력 및 신입사원 수시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45286221?rPageCode=SL&logpath=21&sn=6
㈜더퍼스트터치,24년 하반기 공개채용(이커머스 온라인 MD / SCM / 마케팅 / 상품기획),https://www.jobkorea.co.kr/Recruit/GI_Read/45123786?rPageCode=SL&logpath=21&sn=6
㈜삼표산업,[삼표그룹] ㈜에스피레미콘 전기안전관리자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45313552?rPageCode=SL&logpath=21&sn=6
㈜세종어패럴,[야간] 동대문 뉴존상가 도매 창고 물류관리 정규직 채용(신당역),https://www.jobkorea.co.kr/Recruit/GI_Read/45313355?rPageCode=SL&logpath=21&sn=6
㈜일미농수산,[㈜일미농수산/㈜일미] 각 부문별 직원채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45305369?rPageCode=SL&logpath=21&sn=6
LS전선㈜,LS전선 구미사업장 사무보조 촉탁직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45308707?rPageCode=SL&logpath=21&sn=6
비를라카본코리아㈜,비를라카본코리아㈜ Production Engineer 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45305946?rPageCode=SL&logpath=21&sn=6
쿠팡풀필먼트서비스(유),[CFS 쿠팡] 고양센터 현장관리자 Team Captain 채용 (정규직),https://www.jobkorea.co.kr/Recruit/GI_Read/45308026?rPageCode=SL&logpath=21&sn=6
㈜명진로직스,삼성전자 서비스센터 자재물류 물류사원(입.출고/피킹/분류 등) 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45308368?rPageCode=SL&logpath=21&sn=6
㈜태범프레시,[춘천] 생산 및 포장 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45313774?rPageCode=SL&logpath=21&sn=6
㈜해성인터내셔날,[영업관리/선별관리/해외영업/재고관리] 신입 및 경력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45313018?rPageCode=SL&logpath=21&sn=6
세기메탈,금속 단순 제조 팀원 모집.,https://www.jobkorea.co.kr/Recruit/GI_Read/45312061?rPageCode=SL&logpath=21&sn=6
알에프바이오,알에프바이오 2024년 하반기 각부문 신입/경력사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45310568?rPageCode=SL&logpath=21&sn=6
㈜시크한(SEEKHAN),[수출사업부] (주)시크한(SEEKHAN) 2024 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45308308?rPageCode=SL&logpath=21&sn=6
㈜딘타이펑코리아,[딘타이펑코리아] 본사 구매관리 경력 사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45310554?rPageCode=SL&logpath=21&sn=6
지큐아이㈜,"구매, 영업지원 / 거래처 납품 및 배송 물류 / AS 관리 각 분야 신입 및 경력 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45313433?rPageCode=SL&logpath=21&sn=6
㈜태가,영업관리 및 SCM 물류관리 외주관리 내근직 사무직 담당자 채용 영업지원 화장품 용기 제조 안산,https://www.jobkorea.co.kr/Recruit/GI_Read/45308532?rPageCode=SL&logpath=21&sn=6
대려통상산업㈜,[오피럭스]가구 조립 및 포장 직원 모집(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45309258?rPageCode=SL&logpath=21&sn=6
㈜쌍곰,(주)쌍곰 생산직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45302994?rPageCode=SL&logpath=21&sn=6
한국솔타㈜,의료기 품질관리/ 도어락 품질 관리/자재관리/생산 관리자 각 분야 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45306066?rPageCode=SL&logpath=21&sn=6
㈜사인디피,[정규직] 현장 생산직(일반 제품포장/단순생산) 직원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45309488?rPageCode=SL&logpath=21&sn=6
㈜에코비트워터,㈜에코비트워터 2024년 사업소 인력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45309380?rPageCode=SL&logpath=21&sn=6
㈜하이로닉,오송공장 구매혁신팀(대리-과장급) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45299359?rPageCode=SL&logpath=21&sn=6
㈜하이로닉,오송공장 구매혁신팀(차장급) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45299437?rPageCode=SL&logpath=21&sn=6
㈜하이로닉,오송공장 생산팀(차장급) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45299504?rPageCode=SL&logpath=21&sn=6
동원그룹,[동원F&B] 아산공장 식품 생산관리 경력직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45304689?rPageCode=SL&logpath=21&sn=6
㈜태안모터스,Audi ㈜태안모터스 '아우디 공식 딜러사' 각 부문 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45306034?rPageCode=SL&logpath=21&sn=6
현영기업,현대중공업內 선박엔진조립1부 경력/신입 현영기업 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45300968?rPageCode=SL&logpath=21&sn=6
농업회사법인덕연㈜,2024년 각 부문별 채용 (생산관리/사양관리/생산직원/경리사무),https://www.jobkorea.co.kr/Recruit/GI_Read/45304691?rPageCode=SL&logpath=21&sn=6
폼하이테크,(주) 폼 하이테크 영업지원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45305717?rPageCode=SL&logpath=21&sn=6
㈜디케이화인케미칼,[외국계 화학회사] CS 고객지원 담당 모집 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45296194?rPageCode=SL&logpath=21&sn=6
호성산업,[월280/주5일/기숙사1인1실/식사제공] 그라비아 포장가공 직원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45301828?rPageCode=SL&logpath=21&sn=6
㈜엠엠에이코리아,"의료설비 국내영업, 해외영업 / 생산직 직원채용(신입/경력)",https://www.jobkorea.co.kr/Recruit/GI_Read/45290870?rPageCode=SL&logpath=21&sn=6
㈜ 태종에프디,식품회사 자재 및 물류관리 사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45293494?rPageCode=SL&logpath=21&sn=6
㈜극동엠이에스,성과공유기업 - 제2외국어 가능자 우대(면접비 지급),https://www.jobkorea.co.kr/Recruit/GI_Read/45303619?rPageCode=SL&logpath=21&sn=6
동보테크,2024년 부문별 채용 (자동차부품 생산/개발/기술/산업기능요원/품질관리/구매/자재/현장조/반장),https://www.jobkorea.co.kr/Recruit/GI_Read/45296978?rPageCode=SL&logpath=21&sn=6
㈜스피드랙,[김포] 생산 / 물류 신입사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45304440?rPageCode=SL&logpath=21&sn=6
㈜커피창고,커피창고 [신입] 로스터 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45299038?rPageCode=SL&logpath=21&sn=6
153수출포장,"153수출포장 경리, 사무업무 정규직 채용[17시30분 칼퇴]",https://www.jobkorea.co.kr/Recruit/GI_Read/45299591?rPageCode=SL&logpath=21&sn=6
천일정공사,[정규직] 국내영업 / 자재관리 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45290345?rPageCode=SL&logpath=21&sn=6
바임글로벌㈜,쥬베룩(의료기기) 해외영업/해외마케팅/IT/물류 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45296291?rPageCode=SL&logpath=21&sn=6
대아티아이㈜,[상장사]유제품 생산공장 생산/포장관리자 채용 (경력 1년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45295745?rPageCode=SL&logpath=21&sn=6
대아티아이㈜,[상장사]유제품 생산공장 생산/포장관리자 채용 (경력 무관),https://www.jobkorea.co.kr/Recruit/GI_Read/45295877?rPageCode=SL&logpath=21&sn=6
㈜크레이버코퍼레이션,[ Craver ] 글로벌 뷰티 브랜드 SKIN1004 화장품 품질관리 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45293890?rPageCode=SL&logpath=21&sn=6
바이오센서연구소㈜,[바이오센서연구소] 생산/자재/공정관리 신입 및 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45294382?rPageCode=SL&logpath=21&sn=6
대아티아이㈜,[상장사]유제품 생산공장 자재/물류 관리자 채용 (경력 1년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45295971?rPageCode=SL&logpath=21&sn=6
㈜ 커피빈코리아,(주)커피빈코리아 본사 부문별 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45291234?rPageCode=SL&logpath=21&sn=6
㈜빌리온컴,의료기기 품질 관리 GMP 인/허가 책임 (품질관리부),https://www.jobkorea.co.kr/Recruit/GI_Read/45294397?rPageCode=SL&logpath=21&sn=6
청우특수대산,청우특수대산 직원 모집 (상차원 / 장비원),https://www.jobkorea.co.kr/Recruit/GI_Read/45285376?rPageCode=SL&logpath=21&sn=6
㈜사운드웨이브,"[사운드컨텐츠] 생산PM 채용 (K-POP 엔터테인먼트 상품, 굿즈 등)",https://www.jobkorea.co.kr/Recruit/GI_Read/45297210?rPageCode=SL&logpath=21&sn=6
㈜동우팜투테이블,㈜동우팜투테이블 기술직 정규직 모집(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45290228?rPageCode=SL&logpath=21&sn=6
㈜ 미당,[품질관리 ] 식품회사 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45297009?rPageCode=SL&logpath=21&sn=6
삼현뮤직,악기 쇼핑몰 물류 입출고 및 포장 사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45296849?rPageCode=SL&logpath=21&sn=6
민영상사,각 부문 채용[영업관리(해외)/상품기획/웹디자인/의상디자인](9시출근-5시퇴근),https://www.jobkorea.co.kr/Recruit/GI_Read/45294855?rPageCode=SL&logpath=21&sn=6
혁진시스템,"레이저/NCT, CAD/CAM 모집",https://www.jobkorea.co.kr/Recruit/GI_Read/45291102?rPageCode=SL&logpath=21&sn=6
㈜한스웰,하드웨어 생산관리 및 외주업체관리,https://www.jobkorea.co.kr/Recruit/GI_Read/45290822?rPageCode=SL&logpath=21&sn=6
㈜바우에프엔씨,[베트남] 다이마루원단 영업직및 생산관리가능한 우수한 직원을 찾고있습니다 ㈜바우에프엔씨,https://www.jobkorea.co.kr/Recruit/GI_Read/45290019?rPageCode=SL&logpath=21&sn=6
아이티켐,㈜아이티켐 각 분야 경력사원 정규직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45290965?rPageCode=SL&logpath=21&sn=6
㈜용운,[㈜용운] 배송납품 / 단순배송 각분야 직원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45297119?rPageCode=SL&logpath=21&sn=6
티지에프 주식회사,[베이커리] 2024 부문별 채용[구매관리/영업관리/식품영업],https://www.jobkorea.co.kr/Recruit/GI_Read/45291640?rPageCode=SL&logpath=21&sn=6
㈜티디에이치컴퍼니,[남성의류쇼핑몰 오까네] 물류팀 [오프라인매장 물류파트] 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45289964?rPageCode=SL&logpath=21&sn=6
㈜선해수산,[㈜선해수산] 생산물류(경기광주) / 유통영업 / 식품연구원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45289830?rPageCode=SL&logpath=21&sn=6
㈜유니맥스 이엔엘,배송 및 창고관리 모집 (근무지-김포 도사리),https://www.jobkorea.co.kr/Recruit/GI_Read/45294795?rPageCode=SL&logpath=21&sn=6
㈜제일스톤,사무관리직(김해),https://www.jobkorea.co.kr/Recruit/GI_Read/45292435?rPageCode=SL&logpath=21&sn=6
한결비앤에프,무역 오더관리자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45294697?rPageCode=SL&logpath=21&sn=6
㈜범아상사,부산항만 컨테이너 검수사 (신입사원) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45290172?rPageCode=SL&logpath=21&sn=6
은민에스엔디,각 부문별 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45296349?rPageCode=SL&logpath=21&sn=6
디앤피로직스,"[배려있는 분위기/ 3PL] 물류 입,출고 정직원 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45293395?rPageCode=SL&logpath=21&sn=6
㈜모락스,2024년 하반기 경력 및 신입사원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45292070?rPageCode=SL&logpath=21&sn=6
주)베스트푸드키즈,유아 급식 배송 직원 구함(주5일),https://www.jobkorea.co.kr/Recruit/GI_Read/45291884?rPageCode=SL&logpath=21&sn=6
㈜에이피알,[제조] PDRN·PN 생산 경력사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45282065?rPageCode=SL&logpath=21&sn=6
㈜하이로닉,구매자재 팀원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45281880?rPageCode=SL&logpath=21&sn=6
㈜아이센스,㈜아이센스 2024년 신입/경력 수시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45269672?rPageCode=SL&logpath=21&sn=6
에스케이티엔에스,SK TNS 2024년 하반기 전환형 인턴,https://www.jobkorea.co.kr/Recruit/GI_Read/45239177?rPageCode=SL&logpath=21&sn=6
GS리테일,[GS리테일] '24년 하반기 수퍼사업부 채용연계형 인턴 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45269547?rPageCode=SL&logpath=21&sn=6
일동바이오사이언스㈜,일동제약그룹 2024년 하반기 신입 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45245613?rPageCode=SL&logpath=21&sn=6
한국지역난방기술,한국지역난방기술㈜ 2024년도 공정관리 인력 공개채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45280423?rPageCode=SL&logpath=21&sn=6
앨트웰㈜,2024년 앨트웰(주) 품질관리 담당 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45283447?rPageCode=SL&logpath=21&sn=6
동원그룹,"[동원홈푸드] 한돈구매 경력직 채용 [충남 천안, 전남 나주]",https://www.jobkorea.co.kr/Recruit/GI_Read/45285141?rPageCode=SL&logpath=21&sn=6
엠디아이코리아㈜,[MDI KOREA] 하반기 전사 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45263635?rPageCode=SL&logpath=21&sn=6
㈜영신미트,배송 및 축산물 2차 가공,https://www.jobkorea.co.kr/Recruit/GI_Read/45279164?rPageCode=SL&logpath=21&sn=6
㈜멤피스,2024년 하반기 신입 및 경력사원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45284778?rPageCode=SL&logpath=21&sn=6
㈜디에스푸드시스템,㈜디에스푸드시스템 - 품질관리 담당자 모집합니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45282914?rPageCode=SL&logpath=21&sn=6
㈜아카데미과학,㈜아카데미과학 생산기획부 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45280319?rPageCode=SL&logpath=21&sn=6
나랏님,[나랏님-카페카펠라] 카페 실장 및 바리스타 채용 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45282231?rPageCode=SL&logpath=21&sn=6
우영산업㈜,밀링/선반/조립팀 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45279799?rPageCode=SL&logpath=21&sn=6
㈜일로,물류센타 화주 담당업무 / EMP프로그램 운용 / 파스토 풀필먼트 시스템 운영/ 끈기와 배포 있으신 분을 찾습니다,https://www.jobkorea.co.kr/Recruit/GI_Read/45280780?rPageCode=SL&logpath=21&sn=6
한동정보,[신입사원 모집] 신용카드결제 관련 영업관리 및 유지보수 AS 업무,https://www.jobkorea.co.kr/Recruit/GI_Read/45285638?rPageCode=SL&logpath=21&sn=6
㈜이티에이,PLC 프로그램 및 현장 시운전 직원 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45282340?rPageCode=SL&logpath=21&sn=6
㈜ 옥산석물,"[김제] 자재구매/ 생산실적/ 공무(기계수리, 정비)/ 석재생산직- 상시채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45284714?rPageCode=SL&logpath=21&sn=6
㈜디지털포토,[사진인화 1위 기업] 구매총무 담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45286613?rPageCode=SL&logpath=21&sn=6
뷰로베리타스씨피에스코리아 주식회사,각 부문별 직원채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45279390?rPageCode=SL&logpath=21&sn=6
㈜티디엠,2024년도 하반기 ㈜티디엠 관리 및 연구개발 인력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45285956?rPageCode=SL&logpath=21&sn=6
㈜동림수산,물류팀 직원모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45278884?rPageCode=SL&logpath=21&sn=6
주식회사 중독컴퍼니,카페인중독 구매팀 온라인MD 팀원 모집 ( 점심제공 / 성과금 폭탄 / 업계최대복지 ),https://www.jobkorea.co.kr/Recruit/GI_Read/45284487?rPageCode=SL&logpath=21&sn=6
㈜호남케미칼,"[(주)호남케미칼] 거래처 납품, 창고정리 신입사원 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45280263?rPageCode=SL&logpath=21&sn=6
㈜파마인넷,[파마인넷]인터넷 쇼핑몰 물류 포장/입출고/창고관리,https://www.jobkorea.co.kr/Recruit/GI_Read/45287854?rPageCode=SL&logpath=21&sn=6
㈜엠제이텍,[기숙사 지원] 각 분야별 채용[영업관리/금형관리/자재관리/공무직],https://www.jobkorea.co.kr/Recruit/GI_Read/45280612?rPageCode=SL&logpath=21&sn=6
엠에스씨코리아㈜,Documentation Clerk 신입/경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45282402?rPageCode=SL&logpath=21&sn=6
프레이저 플레이스 호텔,프레이저플레이스 센트럴&남대문호텔 분야별 모집 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/45279772?rPageCode=SL&logpath=21&sn=6
㈜오리고코리아,2024년 하반기 부서별 채용 (웹디자인/제품디자이너/물류관리/생산관리),https://www.jobkorea.co.kr/Recruit/GI_Read/45281726?rPageCode=SL&logpath=21&sn=6
㈜백조씽크,㈜백조씽크[서울/음성] 각 분야별 직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45268807?rPageCode=SL&logpath=21&sn=6
SMC 엔지니어링㈜,[경기도 이천 / 충북 청주 SK하이닉스] 반도체 장비 4조 3교대 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45278443?rPageCode=SL&logpath=21&sn=6
㈜ 옥산석물,"[안산본사] 각 부문 신입, 경력직 채용[연봉 최대 7,000만/ 협의]",https://www.jobkorea.co.kr/Recruit/GI_Read/45284718?rPageCode=SL&logpath=21&sn=6
㈜케이제이씨디스플레이코퍼레이션,"영업본부, 구매본부, 기술 부설연구소, 품질보증본부, 재무팀, 생산팀 신입 및 경력직 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45284105?rPageCode=SL&logpath=21&sn=6
㈜푸드플래닛,품질안전팀 (팀원),https://www.jobkorea.co.kr/Recruit/GI_Read/45267302?rPageCode=SL&logpath=21&sn=6
인피콘㈜,Production Managing/생산관리,https://www.jobkorea.co.kr/Recruit/GI_Read/45272350?rPageCode=SL&logpath=21&sn=6
㈜푸드플래닛,구매파트(파트장),https://www.jobkorea.co.kr/Recruit/GI_Read/45267273?rPageCode=SL&logpath=21&sn=6
㈜푸드플래닛,구매파트(팀원),https://www.jobkorea.co.kr/Recruit/GI_Read/45267222?rPageCode=SL&logpath=21&sn=6
㈜소노인터내셔널,대명소노그룹 부문별 신입/경력 인재 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45265200?rPageCode=SL&logpath=21&sn=6
㈜지에스네트웍스,[GS네트웍스] '24년 물류센타 현장 인턴 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45264030?rPageCode=SL&logpath=21&sn=6
㈜현대해운,2024년 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45262771?rPageCode=SL&logpath=21&sn=6
㈜에렉스,외식업체 자재지원팀 팀장(차ㆍ부장) 구인공고,https://www.jobkorea.co.kr/Recruit/GI_Read/45272743?rPageCode=SL&logpath=21&sn=6
㈜유피케미칼,유피케미칼 동료를 찾습니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45262947?rPageCode=SL&logpath=21&sn=6
농협목우촌,"2024년도 하반기 신규직원 채용 (일반직, 전문기술직)",https://www.jobkorea.co.kr/Recruit/GI_Read/45244767?rPageCode=SL&logpath=21&sn=6
천안일등식자재마트,[업계최고우대] 식자재마트 정육/공산 직원 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45272212?rPageCode=SL&logpath=21&sn=6
농업회사법인㈜정인,[농산물유통업체] 농산물 물류관리자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45271032?rPageCode=SL&logpath=21&sn=6
㈜청해수산,[정규직/식사제공] (주)청해수산 주간/야간 스케줄 근무 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45270913?rPageCode=SL&logpath=21&sn=6
농업회사법인 ㈜주원산오리,[하림그룹] 주원산오리 각 부문별 수시 채용 (생산관리/오퍼레이터/공무(냉동)/온라인팀/구매팀),https://www.jobkorea.co.kr/Recruit/GI_Read/45273214?rPageCode=SL&logpath=21&sn=6
㈜위드제이앤제이,[사이트기획/영상콘텐츠기획/서브MD/포토그래퍼/여성의류 디자이너] 메이블루 24년 하반기 부문별 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45274131?rPageCode=SL&logpath=21&sn=6
에스씨티(SCT),[에스씨티(SCT)] CAD / 사무보조 / 자재관리 채용 모집 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/45262893?rPageCode=SL&logpath=21&sn=6
동덕시스템즈㈜,[동덕시스템즈] CJ대한통운 군포물류센터 정규직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45266703?rPageCode=SL&logpath=21&sn=6
㈜푸드베이스,"[푸드베이스] 생산직 사원 (정규직, 파트타이머) 채용공고",https://www.jobkorea.co.kr/Recruit/GI_Read/45267180?rPageCode=SL&logpath=21&sn=6
한독바이오테크㈜,한독바이오테크㈜ 2024년 공개채용(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45267277?rPageCode=SL&logpath=21&sn=6
㈜더월,[물류센터업무][곤지암] 더월(THEWALL)(유아가구 1위 업체) (물류창고관리/재고 입출고) 신입/ 경력직원 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/45268179?rPageCode=SL&logpath=21&sn=6
㈜맥진메디칼,2024년 하반기 물류관리 직원채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45270389?rPageCode=SL&logpath=21&sn=6
㈜푸드플래닛,생산관리팀(팀원),https://www.jobkorea.co.kr/Recruit/GI_Read/45259315?rPageCode=SL&logpath=21&sn=6
롯데지알에스,2024년 8월 롯데GRS 롯데리아(강릉) STAFF 신입 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45257936?rPageCode=SL&logpath=21&sn=6
