회사명,직무명,링크
유진아이티서비스㈜,[유진아이티서비스㈜] 웹기반 개발/운영 / Windows 기반 Application 개발/운영 / 그룹웨어/팀즈 운영유지보수 신입/경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45259766?rPageCode=SL&logpath=21&sn=6
㈜이글루코퍼레이션,IT개발자(데이터분석) 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45250441?rPageCode=SL&logpath=21&sn=6
㈜웅진,[경력]데이터 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45254797?rPageCode=SL&logpath=21&sn=6
㈜티맥스메타에이아이,[TmaxMetaAI] 3D/게임부문 연구개발자 (신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45249622?rPageCode=SL&logpath=21&sn=6
㈜파인앤애플시스템즈,IT 보안솔루션 기술지원 엔지니어 모집 (경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45254568?rPageCode=SL&logpath=21&sn=6
㈜아이디스,2024년 하계 수시채용 (신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45243775?rPageCode=SL&logpath=21&sn=6
㈜파고네트웍스,2024년 하반기 - 파고네트웍스 채용 (네트워크 모니터링 및 보안 솔루션 엔지니어),https://www.jobkorea.co.kr/Recruit/GI_Read/45242602?rPageCode=SL&logpath=21&sn=6
㈜플래티어,[그루비 SaaS 솔루션] 데이터사이언티스트,https://www.jobkorea.co.kr/Recruit/GI_Read/45236570?rPageCode=SL&logpath=21&sn=6
빗썸코리아,2024 빗썸코리아 전직군 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45233837?rPageCode=SL&logpath=21&sn=6
GS건설㈜,[2024년] PJT전문직 경력사원 모집(현장설계직),https://www.jobkorea.co.kr/Recruit/GI_Read/45220721?rPageCode=SL&logpath=21&sn=6
스마트라이프텍㈜,[스마트라이프텍㈜] 2024년 하반기 각 부문별 신입 / 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45221061?rPageCode=SL&logpath=21&sn=6
㈜언피셜,프리미엄 맥주 브랜드 언피셜과 신규 런칭을 함께할 인재를 기다리고 있습니다.,https://www.jobkorea.co.kr/Recruit/GI_Read/45223399?rPageCode=SL&logpath=21&sn=6
㈜와드,Data Analyst (Middle),https://www.jobkorea.co.kr/Recruit/GI_Read/45216417?rPageCode=SL&logpath=21&sn=6
신한은행,[신한은행] 자연어처리 서비스 개발 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45212528?rPageCode=SL&logpath=21&sn=6
㈜웹젠,2024년 웹젠 수시채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45210863?rPageCode=SL&logpath=21&sn=6
한국주택금융공사,2024년도 한국주택금융공사 신입직원 채용 (대졸수준/고졸부문),https://www.jobkorea.co.kr/Recruit/GI_Read/45116991?rPageCode=SL&logpath=21&sn=6
㈜케이에스엠,KSM그룹 2024년 하반기 신입/경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45176177?rPageCode=SL&logpath=21&sn=6
브랜디,[브랜디] DS 데이터사이언스,https://www.jobkorea.co.kr/Recruit/GI_Read/45166854?rPageCode=SL&logpath=21&sn=6
㈜플래티어,데이터 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45163434?rPageCode=SL&logpath=21&sn=6
㈜플래티어,데이터 분석가,https://www.jobkorea.co.kr/Recruit/GI_Read/45164681?rPageCode=SL&logpath=21&sn=6
현대자동차㈜,현대자동차 경력채용 IT 부문,https://www.jobkorea.co.kr/Recruit/GI_Read/45133743?rPageCode=SL&logpath=21&sn=6
㈜이글루코퍼레이션,데이터 분석 엔진 개발 (6년이상),https://www.jobkorea.co.kr/Recruit/GI_Read/44672796?rPageCode=SL&logpath=21&sn=6
㈜티맥스소프트,[TmaxSoft/연구소] AI연구 파트장,https://www.jobkorea.co.kr/Recruit/GI_Read/45001743?rPageCode=SL&logpath=21&sn=6
㈜미디어엑셀코리아,비디오 인코딩 코덱 및 응용제품 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44937972?rPageCode=SL&logpath=21&sn=6
㈜신세계아이앤씨,"SAP 부문(BC, BI, BW) 인재모집",https://www.jobkorea.co.kr/Recruit/GI_Read/45294394?rPageCode=SL&logpath=21&sn=6
㈜천재교육,[천재교육그룹] AI센터 딥러닝/머신러닝 개발자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45293582?rPageCode=SL&logpath=21&sn=6
㈜온택트헬스,데이터분석가 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45290353?rPageCode=SL&logpath=21&sn=6
콘센트릭스서비스코리아(유),분석 컨설턴트 인턴 (정규직 전환형),https://www.jobkorea.co.kr/Recruit/GI_Read/45290554?rPageCode=SL&logpath=21&sn=6
㈜위즈코리아,24년도 하반기 직무별 신입/경력 정기채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45282368?rPageCode=SL&logpath=21&sn=6
인카금융서비스㈜,"IT 부문 경력직 채용 (개발, 기획, DBA)",https://www.jobkorea.co.kr/Recruit/GI_Read/45269613?rPageCode=SL&logpath=21&sn=6
㈜ 데이터메이커,[전문연구요원 가능] ML Engineer,https://www.jobkorea.co.kr/Recruit/GI_Read/45311849?rPageCode=SL&logpath=21&sn=6
㈜비글즈,AI NLP Engineer 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45310146?rPageCode=SL&logpath=21&sn=6
텔레픽스,[AI연구팀]NLP 딥러닝 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45306371?rPageCode=SL&logpath=21&sn=6
텔레픽스,[영상과학연구팀]위성영상분석가,https://www.jobkorea.co.kr/Recruit/GI_Read/45306342?rPageCode=SL&logpath=21&sn=6
㈜메타넷티플랫폼,Openshift Engineer 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45305763?rPageCode=SL&logpath=21&sn=6
㈜바이오에이아이,AI/ 빅데이터 분야 데이터 사이언티스트 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45304734?rPageCode=SL&logpath=21&sn=6
㈜리브스메드,[연구소로봇]Document엔지니어/주임-과장,https://www.jobkorea.co.kr/Recruit/GI_Read/45300602?rPageCode=SL&logpath=21&sn=6
티유컨설팅,데이터 전략 수립 및 아키텍처 전문가,https://www.jobkorea.co.kr/Recruit/GI_Read/45300476?rPageCode=SL&logpath=21&sn=6
㈜스트라드비젼,딥러닝 Algorithm Engineer,https://www.jobkorea.co.kr/Recruit/GI_Read/45302667?rPageCode=SL&logpath=21&sn=6
㈜스트라드비젼,비주얼 SLAM 알고리즘 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45302512?rPageCode=SL&logpath=21&sn=6
㈜옵트에이아이,[병역특례]모델 컴프레션 리서치 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45296813?rPageCode=SL&logpath=21&sn=6
㈜옵트에이아이,[병역특례]임베디드 AI 개발자 (C++),https://www.jobkorea.co.kr/Recruit/GI_Read/45296661?rPageCode=SL&logpath=21&sn=6
㈜옵트에이아이,[병역특례]LLM Research 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45296548?rPageCode=SL&logpath=21&sn=6
㈜옵트에이아이,임베디드 AI 개발자 (C++),https://www.jobkorea.co.kr/Recruit/GI_Read/45296614?rPageCode=SL&logpath=21&sn=6
㈜옵트에이아이,[병역특례]비전 AI 어플리케이션 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45296380?rPageCode=SL&logpath=21&sn=6
㈜옵트에이아이,비전 AI 어플리케이션 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45296362?rPageCode=SL&logpath=21&sn=6
㈜옵트에이아이,모델 컴프레션 리서치 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45296751?rPageCode=SL&logpath=21&sn=6
㈜옵트에이아이,LLM Research 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45296521?rPageCode=SL&logpath=21&sn=6
㈜바이오에이아이,"신소재, 신물질 AI/빅데이터 개발 PM",https://www.jobkorea.co.kr/Recruit/GI_Read/45295753?rPageCode=SL&logpath=21&sn=6
다큐브㈜,LLM 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45297301?rPageCode=SL&logpath=21&sn=6
비솔,영상분야 AI 개발 (가산 근무),https://www.jobkorea.co.kr/Recruit/GI_Read/45285785?rPageCode=SL&logpath=21&sn=6
㈜펫닥,데이터 분석 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45279468?rPageCode=SL&logpath=21&sn=6
㈜위존 강남사업장,[경력] AI 엔지니어 채용-LLM,https://www.jobkorea.co.kr/Recruit/GI_Read/45284502?rPageCode=SL&logpath=21&sn=6
㈜위존 강남사업장,[경력] AI 엔지니어 채용-ML,https://www.jobkorea.co.kr/Recruit/GI_Read/45284451?rPageCode=SL&logpath=21&sn=6
㈜휴먼컨설팅그룹,데이터 엔지니어(Data Engineer),https://www.jobkorea.co.kr/Recruit/GI_Read/45263910?rPageCode=SL&logpath=21&sn=6
에스씨301의원,성형외과 AI엔지니어/개발자-인공지능/머신러닝,https://www.jobkorea.co.kr/Recruit/GI_Read/45250536?rPageCode=SL&logpath=21&sn=6
올거나이즈코리아㈜,NLP Researcher/Engineer,https://www.jobkorea.co.kr/Recruit/GI_Read/45254185?rPageCode=SL&logpath=21&sn=6
이투이솔루션즈㈜,Oracle DBA,https://www.jobkorea.co.kr/Recruit/GI_Read/45247925?rPageCode=SL&logpath=21&sn=6
㈜엑심베이,Data Engineer(신입/경력),https://www.jobkorea.co.kr/Recruit/GI_Read/45243290?rPageCode=SL&logpath=21&sn=6
중고나라,[중고나라] 백엔드(JAVA)개발자 (상품/결제/배송),https://www.jobkorea.co.kr/Recruit/GI_Read/45028071?rPageCode=SL&logpath=21&sn=6
중고나라,[중고나라] 데이터 엔지니어 (3-5년),https://www.jobkorea.co.kr/Recruit/GI_Read/45007508?rPageCode=SL&logpath=21&sn=6
㈜브릭,데이터 분석가(경력 5년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45233151?rPageCode=SL&logpath=21&sn=6
㈜엑심베이,RM (Risk Management) 업무지원,https://www.jobkorea.co.kr/Recruit/GI_Read/45235466?rPageCode=SL&logpath=21&sn=6
딥브레인 AI,머신러닝/딥러닝 엔지니어(전문연구요원 가능),https://www.jobkorea.co.kr/Recruit/GI_Read/45237972?rPageCode=SL&logpath=21&sn=6
㈜인터엑스,[울산] 데이터분석가 (시계열),https://www.jobkorea.co.kr/Recruit/GI_Read/45223219?rPageCode=SL&logpath=21&sn=6
에이텍정보통신㈜,ORACLE 데이터베이스 엔지니어 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45224242?rPageCode=SL&logpath=21&sn=6
㈜인터엑스,[서울] 데이터분석가 (이미지 및 영상),https://www.jobkorea.co.kr/Recruit/GI_Read/45222801?rPageCode=SL&logpath=21&sn=6
㈜인터엑스,[서울] 데이터분석가 (시계열),https://www.jobkorea.co.kr/Recruit/GI_Read/45222964?rPageCode=SL&logpath=21&sn=6
(주)퀀타매트릭스,AI 엔지니어 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45211360?rPageCode=SL&logpath=21&sn=6
㈜와탭랩스,DB 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45213992?rPageCode=SL&logpath=21&sn=6
블루닷㈜,코덱 SW 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45202994?rPageCode=SL&logpath=21&sn=6
블루닷㈜,딥러닝 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45202992?rPageCode=SL&logpath=21&sn=6
㈜온택트헬스,인공지능 알고리즘 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45203620?rPageCode=SL&logpath=21&sn=6
블루닷㈜,코덱 SW 엔지니어 (신입),https://www.jobkorea.co.kr/Recruit/GI_Read/45202954?rPageCode=SL&logpath=21&sn=6
㈜미니레코드,AI 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45206158?rPageCode=SL&logpath=21&sn=6
㈜미니레코드,데이터분석가 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45206067?rPageCode=SL&logpath=21&sn=6
블루닷㈜,딥러닝 알고리즘 엔지니어(신입),https://www.jobkorea.co.kr/Recruit/GI_Read/45202967?rPageCode=SL&logpath=21&sn=6
㈜잘레시아,DW 개발자,https://www.jobkorea.co.kr/Recruit/GI_Read/45197974?rPageCode=SL&logpath=21&sn=6
㈜와따에이아이,비전알고리즘 개발 연구원[판교],https://www.jobkorea.co.kr/Recruit/GI_Read/45198908?rPageCode=SL&logpath=21&sn=6
㈜하이,데이터 사이언티스트 (리드),https://www.jobkorea.co.kr/Recruit/GI_Read/45189319?rPageCode=SL&logpath=21&sn=6
토르드라이브,시니어 소프트웨어 엔지니어 Perception,https://www.jobkorea.co.kr/Recruit/GI_Read/45182568?rPageCode=SL&logpath=21&sn=6
㈜미니레코드,음성 AI 엔지니어 (TTS/SVS),https://www.jobkorea.co.kr/Recruit/GI_Read/45163529?rPageCode=SL&logpath=21&sn=6
콜로세움코퍼레이션,DBA(5년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45146372?rPageCode=SL&logpath=21&sn=6
㈜하이퍼놀로지,㈜하이퍼놀로지 ROS2 기반 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45102065?rPageCode=SL&logpath=21&sn=6
필라넷,[본사] DBA 경력 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/44998969?rPageCode=SL&logpath=21&sn=6
Upstage,Data Engineer,https://www.jobkorea.co.kr/Recruit/GI_Read/45072814?rPageCode=SL&logpath=21&sn=6
Upstage,Senior Solution Architect,https://www.jobkorea.co.kr/Recruit/GI_Read/45072700?rPageCode=SL&logpath=21&sn=6
Upstage,"전문연구요원 OCR,LLM(AI)리서치엔지니어",https://www.jobkorea.co.kr/Recruit/GI_Read/45073242?rPageCode=SL&logpath=21&sn=6
몬드리안에이아이,AI컨설턴트(경력) 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45028603?rPageCode=SL&logpath=21&sn=6
㈜와따에이아이,비전 SLAM 개발자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45072297?rPageCode=SL&logpath=21&sn=6
Upstage,AI Research Engineer-LLM,https://www.jobkorea.co.kr/Recruit/GI_Read/45072873?rPageCode=SL&logpath=21&sn=6
웨이센,AI Research Engineer 시니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45047416?rPageCode=SL&logpath=21&sn=6
메디웨일,머신러닝 엔지니어,https://www.jobkorea.co.kr/Recruit/GI_Read/45019835?rPageCode=SL&logpath=21&sn=6
메디웨일,데이터 사이언티스트,https://www.jobkorea.co.kr/Recruit/GI_Read/45019667?rPageCode=SL&logpath=21&sn=6
㈜제니엘,[파견/계약직] Aimos 소프트웨어 데이터라벨링 품질관리QM,https://www.jobkorea.co.kr/Recruit/GI_Read/45312569?rPageCode=SL&logpath=21&sn=6
양정인력개발센터,[마감임박] 2024년 취업유망직종 교육생 모집(물류/무역/빅데이터/인공지능/it/내일배움카드/컴퓨터활용능력/GTQ/포토샵/일러스트),https://www.jobkorea.co.kr/Recruit/GI_Read/45295853?rPageCode=SL&logpath=21&sn=6
휴먼교육센터,[전액무료 IT취업] 파이썬/데이터분석/인공지능/풀스택(무료숙식제공),https://www.jobkorea.co.kr/Recruit/GI_Read/45285869?rPageCode=SL&logpath=21&sn=6
한국ICT인재개발원,[국비무료IT취업교육]JAVA웹앱/프론트엔드/백엔드/풀스택/빅데이터/인공지능 외 자바개발자취업교육과정/준비된 인재로 취업하기/SW융복합 인재양성 /수료전부터 취업연계매칭시스템,https://www.jobkorea.co.kr/Recruit/GI_Read/45262297?rPageCode=SL&logpath=21&sn=6
오토앤㈜,[경기도 안양] 데이터분석 담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/44993650?rPageCode=SL&logpath=21&sn=6
대한상공회의소 서울기술교육센터,"[전액국비,취업연계] SW 교육생모집 (풀스택, React, Docker)",https://www.jobkorea.co.kr/Recruit/GI_Read/45216360?rPageCode=SL&logpath=21&sn=6
㈜윈스,2024년 사이버 보안 전문인력 양성과정 교육생 5기 모집(부산),https://www.jobkorea.co.kr/Recruit/GI_Read/45223392?rPageCode=SL&logpath=21&sn=6
한국스마트정보교육원,[전주 / 전액국비무료] 웹·어플 개발자 양성과정 교육생 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45027350?rPageCode=SL&logpath=21&sn=6
㈜네오플러스,[프리/9월투입/10개월] DBA - DBMS 운영 및 유지관리 (서초구),https://www.jobkorea.co.kr/Recruit/GI_Read/45302967?rPageCode=SL&logpath=21&sn=6
중앙정보기술인재개발원 중앙정보처리학원,전액무료 IT취업교육[훈련수당 지급]Java자바/백엔드/프론트엔드/풀스택/클라우드/빅데이터/인공지능AI/파이썬/국비지원과정,https://www.jobkorea.co.kr/Recruit/GI_Read/45226152?rPageCode=SL&logpath=21&sn=6
㈜엠제이플렉스,[대기업/GS네오텍/경력] 2024년 상반기 Data 엔지니어 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45304947?rPageCode=SL&logpath=21&sn=6
㈜에이치앤티아웃소싱시스템,"[11번가/본사/국어국문학우대] 검색모델링팀, 언어 자원 관리 및 운영 지원 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45300710?rPageCode=SL&logpath=21&sn=6
㈜케이에스오토플랜,[주식회사 케이에스오토플랜] [PHP 웹 개발자] [경력 채용][연봉4000],https://www.jobkorea.co.kr/Recruit/GI_Read/45264364?rPageCode=SL&logpath=21&sn=6
㈜일지테크,"[초봉 4,500] 일지테크 8월 전산(경영정보팀) 경력 채용",https://www.jobkorea.co.kr/Recruit/GI_Read/45312464?rPageCode=SL&logpath=21&sn=6
㈜제우스,(주)제우스 연구소 제어기술팀 S/W개발 담당자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45310850?rPageCode=SL&logpath=21&sn=6
㈜티맥스티베로,[TmaxTibero] Tibero 연구원,https://www.jobkorea.co.kr/Recruit/GI_Read/45310258?rPageCode=SL&logpath=21&sn=6
베스핀글로벌㈜,ML Engineer 담당자 영입(HelpNow),https://www.jobkorea.co.kr/Recruit/GI_Read/45311994?rPageCode=SL&logpath=21&sn=6
카페24㈜,[커머스활성화팀] 카페24 커머스플랫폼 서비스 운영 담당자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45310617?rPageCode=SL&logpath=21&sn=6
㈜디베이스앤,[디베이스앤] CRM 컨설팅 컨설턴트 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45307114?rPageCode=SL&logpath=21&sn=6
㈜디베이스앤,[디베이스앤] CRM 데이터 분석가/사이언티스트 경력채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45307018?rPageCode=SL&logpath=21&sn=6
모비젠,주)모비젠 세종시 JAVA 웹 개발 PL 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45305864?rPageCode=SL&logpath=21&sn=6
카카오뱅크,데이터웨어하우스 운영 담당자,https://www.jobkorea.co.kr/Recruit/GI_Read/45305123?rPageCode=SL&logpath=21&sn=6
재단법인 서울특별시 50플러스재단,4050인턴십(풀타임) ㈜위스마트 참여자 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45293590?rPageCode=SL&logpath=21&sn=6
펜타시스템테크놀러지㈜,Blue Analytics 데이터 분석가 채용 공고,https://www.jobkorea.co.kr/Recruit/GI_Read/45298968?rPageCode=SL&logpath=21&sn=6
㈜에코마케팅,[에코마케팅] 데이터 분석가(DA) 신입/경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45296962?rPageCode=SL&logpath=21&sn=6
11번가㈜,Data Architect / Engineer 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45295988?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[국내메이플] DBA,https://www.jobkorea.co.kr/Recruit/GI_Read/45294086?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[인텔리전스랩스] MLOps팀 백엔드 개발자 (Python/Go),https://www.jobkorea.co.kr/Recruit/GI_Read/45294084?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[인텔리전스랩스] 글로벌 플랫폼 기획자,https://www.jobkorea.co.kr/Recruit/GI_Read/45294081?rPageCode=SL&logpath=21&sn=6
㈜넥슨,[메이플스토리M] 시스템 및 콘텐츠 기획자,https://www.jobkorea.co.kr/Recruit/GI_Read/45294078?rPageCode=SL&logpath=21&sn=6
에스케이쉴더스㈜,IT/SW 개발 직군 경력직 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45290341?rPageCode=SL&logpath=21&sn=6
슈어소프트테크㈜,[슈어소프트테크] 2024년 하반기 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45289230?rPageCode=SL&logpath=21&sn=6
㈜인성정보,[송파] DBMS 운영담당자 (3년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45294380?rPageCode=SL&logpath=21&sn=6
백패커,"[백패커/아이디어스] Product Data Analyst(전환형 인턴, 6개월)",https://www.jobkorea.co.kr/Recruit/GI_Read/45288439?rPageCode=SL&logpath=21&sn=6
백패커,[백패커/아이디어스] Product Data Analyst(신입),https://www.jobkorea.co.kr/Recruit/GI_Read/45288436?rPageCode=SL&logpath=21&sn=6
SK C&C,"Digital Factory MES 시스템 및 Big Data, AI 개발/운영 담당자 영입 (구미 SK실트론 근무)",https://www.jobkorea.co.kr/Recruit/GI_Read/45279730?rPageCode=SL&logpath=21&sn=6
㈜큐엠씨,장비 PC제어 연구인력 경력직 채용(3년 이상),https://www.jobkorea.co.kr/Recruit/GI_Read/45282787?rPageCode=SL&logpath=21&sn=6
㈜핸디소프트,[소프트웨어부문] 클라우드 서비스 운영자 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45281460?rPageCode=SL&logpath=21&sn=6
㈜비즈테크아이,[LG CNS 자회사] 스마트팩토리 경력직 채용(전지 물류 RTD·MCS·CIM/MES/AI/MLDL),https://www.jobkorea.co.kr/Recruit/GI_Read/45284805?rPageCode=SL&logpath=21&sn=6
㈜세스코,(주)세스코 Data Architect 경력직 모집,https://www.jobkorea.co.kr/Recruit/GI_Read/45284667?rPageCode=SL&logpath=21&sn=6
㈜인콘,"[경력] 영상 AI 개발자 모집 (C#, C++)",https://www.jobkorea.co.kr/Recruit/GI_Read/45279809?rPageCode=SL&logpath=21&sn=6
아이투맥스,[Salesforce 업계 1위 아이투맥스] 세일즈포스 경력직 상시 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45278158?rPageCode=SL&logpath=21&sn=6
㈜인콘,"[경력] 영상 관제 솔루션 개발자 모집 (C#, Visual C++, MS-SQL)",https://www.jobkorea.co.kr/Recruit/GI_Read/45279824?rPageCode=SL&logpath=21&sn=6
㈜티사이언티픽,[티사이언티픽] DBA 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45287394?rPageCode=SL&logpath=21&sn=6
㈜크레이버코퍼레이션,[ Craver ] 글로벌 뷰티 화장품 브랜드 SKIN1004 그로스팀(마케팅&데이터) 체험형 인턴 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45286441?rPageCode=SL&logpath=21&sn=6
㈜비즈테크아이,[LG CNS 자회사] DW 데이터엔지니어 경력 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45285193?rPageCode=SL&logpath=21&sn=6
오스템임플란트㈜,오스템임플란트 글로벌 / 연구·개발 / IT·SW / 생산·물류 / 인테리어·디자인 / 경영지원 / 영업·마케팅 채용,https://www.jobkorea.co.kr/Recruit/GI_Read/45271959?rPageCode=SL&logpath=21&sn=6
